Document,Topic,Weight,ACN,State Reference,Primary Problem,Make Model Name,Function 1,Function 2,Function 3,Function 4,Flight Phase 1,Flight Phase 2,Flight Phase 3,Flight Phase 4,Flight Phase 5,Flight Phase 6
980,0,0.83234906,1175938,IL,Human Factors,B737 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
981,1,0.78700435,1176170,NY,Human Factors,B737-800,Pilot Flying, Captain,,,Landing,,,,,
982,0,0.9306541,1176201,FO,Aircraft,B777 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
983,2,0.8806543,1176305,US,Procedure,B737-700,Flight Attendant (On Duty),,,,Cruise,,,,,
984,1,0.90306807,1176659,FO,Ambiguous,B737-800,Captain, Pilot Flying,,,Cruise,,,,,
985,1,0.86893904,1176774,VA,Airspace Structure,B737 Undifferentiated or Other Model,Traffic Management,,,,Cruise,,,,,
986,2,0.52047735,1178442,US,Human Factors,B737-700,First Officer,,,,Cruise,,,,,
987,3,0.9104623,1178845,US,Aircraft,B737 Undifferentiated or Other Model,First Officer,,,,Cruise,,,,,
988,0,0.9123587,1179313,US,Aircraft,B737 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
989,0,0.9050717,1179322,OH,Environment - Non Weather Related,B757-200,Pilot Not Flying, First Officer,,,Cruise,,,,,
990,3,0.85627115,1179328,US,Aircraft,B757-200,First Officer, Pilot Flying,,,Cruise,,,,,
991,0,0.8716023,1179821,NF,Aircraft,B757-200,First Officer,,,,Cruise,,,,,
992,0,0.6751904,1180273,Unidentified,Ambiguous,B737-300,Unidentified,,,,Climb, Takeoff / Launch,,,,
993,1,0.9014607,1180410,CO,Weather,B737-800,First Officer,,,,Cruise,,,,,
994,1,0.91952336,1181206,TX,Human Factors,B737 Next Generation Undifferentiated,Pilot Flying, Captain,,,Final Approach,,,,,
995,0,0.54766494,1181451,US,Aircraft,B757-300,Captain,,,,Cruise,,,,,
996,0,0.62598515,1181562,US,Aircraft,B757-200,Captain, Pilot Flying,,,Climb,,,,,
997,1,0.8923506,1181819,FO,Procedure,B767-300 and 300 ER,Captain, Pilot Flying,,,Final Approach,,,,,
998,2,0.67196333,1181843,FO,Human Factors,B777-200,First Officer, Pilot Flying,,,Climb, Cruise,,,,
999,0,0.90275586,1182056,NM,Human Factors,B737-500,Captain,,,,Cruise,,,,,
1000,1,0.6481898,1182317,FL,Procedure,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
1001,0,0.90896994,1182664,US,Aircraft,B737-300,Captain, Pilot Not Flying,,,Climb,,,,,
1002,1,0.88091314,1182761,NY,Human Factors,B737-800,Captain,,,,Final Approach,,,,,
1003,1,0.86308384,1182783,TX,Human Factors,B757-200,First Officer, Pilot Flying,,,Climb,,,,,
1004,0,0.9349704,1182971,US,Weather,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Cruise,,,,,
1005,0,0.595476,1183317,TX,Ambiguous,B737-400,Pilot Flying, First Officer,,,Climb,,,,,
1006,3,0.55684406,1183367,MB,Human Factors,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
1007,0,0.88191503,1183618,US,Procedure,B737-800,Pilot Not Flying,,,,Climb,,,,,
1008,0,0.5439102,1183821,MN,Environment - Non Weather Related,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
1009,0,0.53298986,1183959,CA,Procedure,B737-700,First Officer,,,,Initial Approach,,,,,
1010,2,0.8729218,1184138,US,Ambiguous,B737-700,Flight Attendant (On Duty),,,,Takeoff / Launch, Taxi,,,,
1011,0,0.8569371,1184244,CO,Chart Or Publication,B737-700,Pilot Not Flying, Captain,,,Climb,,,,,
1012,0,0.8464103,1184374,NV,Environment - Non Weather Related,B737 Next Generation Undifferentiated,First Officer, Pilot Not Flying,,,Climb,,,,,
1013,2,0.7403332,1184898,US,Aircraft,B777 Undifferentiated or Other Model,Relief Pilot, Pilot Not Flying, Captain,,Cruise,,,,,
1014,0,0.78523064,1185065,US,Aircraft,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
1015,2,0.62022746,1185208,US,Unidentified,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Climb,,,,,
1016,0,0.5179406,1185694,US,Aircraft,B737-700,Captain,,,,Cruise,,,,,
1017,0,0.8581532,1186423,UT,Weather,B737 Undifferentiated or Other Model,Supervisor / CIC,,,,Cruise,,,,,
1018,1,0.8269665,1186773,AB,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Landing,,,,,
1019,3,0.81847817,1187093,US,Aircraft,B777-200,Pilot Flying,,,,Cruise,,,,,
1020,1,0.8880307,1187396,CA,Ambiguous,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Final Approach,,,,,
1021,0,0.85421205,1187793,US,Aircraft,B767-200,Captain, Pilot Flying,,,Climb,,,,,
1022,1,0.4789699,1187923,US,Aircraft,B737-800,Captain,,,,Takeoff / Launch,,,,,
1023,2,0.7725556,1187926,Unidentified,Human Factors,B737-700,First Officer,,,,Cruise,,,,,
1024,0,0.90726227,1187954,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
1025,2,0.6333014,1188201,FO,Ambiguous,B757 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Landing,,,,,
1026,1,0.9122951,1189103,US,Aircraft,B737-700,Captain,,,,Takeoff / Launch,,,,,
1027,3,0.41286838,1190121,US,Aircraft,B757-200,First Officer, Pilot Not Flying,,,Landing, Initial Climb, Takeoff / Launch, Taxi,,
1028,2,0.555742,1190361,US,Aircraft,B737 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
1029,1,0.464973,1190519,CA,Airport,B737 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
1030,0,0.9006622,1190560,US,Aircraft,B757-200,Captain, Pilot Not Flying,,,Climb, Initial Climb,,,,
1031,2,0.90005755,1190569,US,Aircraft,B767-300 and 300 ER,Pilot Not Flying, First Officer,,,Cruise,,,,,
1032,0,0.8635967,1192233,TX,Procedure,B777 Undifferentiated or Other Model,Enroute,,,,Cruise,,,,,
1033,0,0.7023782,1192247,GA,Human Factors,B757-200,Departure, Supervisor / CIC,,,Climb,,,,,
1034,0,0.57865226,1192249,CA,Procedure,B737-800,Ground, Instructor,,,Taxi,,,,,
1035,0,0.8992444,1192431,FO,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
1036,0,0.68472564,1192448,US,Human Factors,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb, Takeoff / Launch, Taxi,,,
1037,2,0.8814003,1192570,FO,Ambiguous,B767 Undifferentiated or Other Model,Pilot Flying, Relief Pilot,,,Cruise,,,,,
1038,0,0.88117987,1192689,Unidentified,Company Policy,B777 Undifferentiated or Other Model,Flight Attendant In Charge,,,,Cruise,,,,,
1039,1,0.90249723,1192932,US,Aircraft,B737 Next Generation Undifferentiated,Pilot Flying, First Officer,,,Landing,,,,,
1040,2,0.5228864,1192971,US,Aircraft,B737 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
1041,2,0.8891319,1193154,US,Aircraft,B737-700,Flight Attendant (On Duty), Flight Attendant In Charge,,,Parked, Cruise,,,,
1042,1,0.86084074,1193421,MA,Procedure,B737-800,Captain, Pilot Flying,,,Landing,,,,,
1043,0,0.8797454,1193583,US,Aircraft,B757 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
1044,0,0.65558386,1193834,US,Aircraft,B757 Undifferentiated or Other Model,Captain,,,,Takeoff / Launch,,,,,
1045,2,0.6517138,1193841,FO,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
1046,0,0.8839356,1194140,US,Aircraft,B777 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
1047,1,0.86277544,1194293,NV,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
1048,0,0.49254206,1194474,UT,Procedure,B737 Next Generation Undifferentiated,Captain, Pilot Flying,,,Climb,,,,,
1049,0,0.8526076,1194932,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
1050,1,0.90913916,1195279,CA,Human Factors,B757-200,Pilot Not Flying, First Officer,,,Final Approach,,,,,
1051,1,0.8644447,1195973,CA,Procedure,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Descent,,,,,
1052,0,0.5401071,1196140,US,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
1053,2,0.9100075,1196379,FO,Aircraft,B757-200,Flight Attendant In Charge,,,,Climb, Cruise,,,,
1054,0,0.9234017,1196605,US,Aircraft,B737-300,Captain,,,,Climb,,,,,
1055,0,0.672891,1196687,US,Aircraft,B737-800,Captain,,,,Cruise,,,,,
1056,0,0.5860176,1196921,WA,Human Factors,B737-700,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
1057,3,0.5196374,1197107,US,Aircraft,B737-300,Pilot Not Flying, First Officer,,,Cruise,,,,,
1058,0,0.6734003,1197117,US,Aircraft,B737-700,Captain,,,,Takeoff / Launch,,,,,
1059,0,0.5453694,1197224,US,Ambiguous,B737-800,Check Pilot,,,,Climb,,,,,
1060,0,0.49659967,1197475,NF,Weather,B777 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
1061,0,0.45198557,1197528,US,Human Factors,B737-800,Flight Attendant (On Duty),,,,Landing,,,,,
1062,3,0.87609965,1197763,US,Aircraft,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
1063,2,0.56333524,1197796,Unidentified,Human Factors,B737-900,Captain, Pilot Not Flying,,,Cruise,,,,,
1064,0,0.87283564,1198250,US,Aircraft,B737-700,Pilot Not Flying, Captain,,,Climb,,,,,
1065,3,0.8938451,1198264,US,Aircraft,B737-700,Captain,,,,Takeoff / Launch,,,,,
1066,2,0.8936823,1198442,FO,Aircraft,B777 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Cruise,,,,,
1067,2,0.7746388,1198691,US,Equipment / Tooling,B767-300 and 300 ER,Flight Attendant (On Duty),,,,Cruise,,,,,
1068,0,0.8809833,1199439,NF,Weather,B767-300 and 300 ER,First Officer, Pilot Flying,,,Cruise,,,,,
1069,0,0.8986655,1199675,FO,Aircraft,B747 Undifferentiated or Other Model,Relief Pilot, Pilot Not Flying, First Officer,,Climb,,,,,
1070,0,0.8402699,1199731,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
1071,2,0.75360876,1199772,US,Aircraft,B757-300,Flight Attendant (On Duty),,,,Initial Climb, Takeoff / Launch,,,,
1072,1,0.66158915,1199935,UT,Procedure,B737-800,Local,,,,Takeoff / Launch,,,,,
1073,1,0.9168311,1200017,US,Human Factors,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Initial Approach, Final Approach,,,,
1074,0,0.8580383,1200081,Unidentified,Procedure,B767 Undifferentiated or Other Model,Dispatcher,,,,Cruise, Descent,,,,
1075,3,0.6150531,1200119,US,Aircraft,B757-200,First Officer,,,,Climb,,,,,
1076,1,0.6102662,1200121,FO,Human Factors,B757-200,Captain,,,,Cruise,,,,,
1077,0,0.78513,1200130,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
1078,0,0.8939404,1200258,VA,Procedure,B737 Undifferentiated or Other Model,Approach,,,,Descent,,,,,
1079,2,0.8507917,1200594,US,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
1080,1,0.8996534,1200599,TX,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
1081,2,0.676517,1200969,US,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
1082,3,0.76714075,1201101,US,Aircraft,B737-800,Unidentified,,,,Initial Climb,,,,,
1083,1,0.53032357,1201106,US,Aircraft,B737-800,Unidentified,,,,Takeoff / Launch,,,,,
1084,1,0.883628,1201338,CA,Company Policy,B737-700,Captain,,,,Final Approach,,,,,
1085,0,0.9050762,1201384,US,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
1086,2,0.8841018,1201385,Unidentified,Aircraft,B777 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
1087,0,0.6889792,1201488,US,Aircraft,B737-800,Captain, Pilot Flying,,,Climb,,,,,
1088,1,0.89886683,1201895,CO,Human Factors,B737-700,Pilot Flying, First Officer,,,Cruise,,,,,
1089,3,0.84663683,1202236,US,Aircraft,B767-300 and 300 ER,Unidentified,,,,Cruise,,,,,
1090,0,0.6736319,1202732,FO,Company Policy,B747 Undifferentiated or Other Model,Pilot Flying, Captain,,,Cruise,,,,,
1091,1,0.903584,1203142,US,Procedure,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Final Approach,,,,,
1092,1,0.8764151,1203199,US,Aircraft,B737-800,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
1093,0,0.8908129,1203638,US,Aircraft,B737-700,Captain,,,,Climb,,,,,
1094,1,0.8812904,1203838,LA,Procedure,B757-200,Trainee,,,,Cruise,,,,,
1095,2,0.5344913,1204144,US,Ambiguous,B737-800,Captain,,,,Cruise,,,,,
1096,0,0.61148846,1204326,FO,Ambiguous,B737 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Cruise,,,,,
1097,0,0.8720483,1204454,FO,Ambiguous,B757 Undifferentiated or Other Model,Pilot Flying, First Officer,,,Cruise,,,,,
1098,0,0.9171636,1204458,NH,Human Factors,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
1099,1,0.85832727,1204500,CA,Ambiguous,B737 Undifferentiated or Other Model,Captain, Check Pilot,,,Final Approach, Landing,,,,
1100,1,0.9127736,1205524,US,Ambiguous,B737-700,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
1101,1,0.8389504,1206365,US,Aircraft,B737-300,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
1102,0,0.8792253,1206432,US,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
1103,0,0.8672288,1206553,US,Human Factors,B737-700,Flight Attendant (On Duty),,,,Takeoff / Launch,,,,,
1104,2,0.8621597,1206684,US,Aircraft,B737-700,Captain,,,,Cruise,,,,,
1105,3,0.46893847,1206729,US,Aircraft,B757 Undifferentiated or Other Model,Captain,,,,Cruise,,,,,
1106,0,0.90720886,1206731,FO,Human Factors,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
1107,2,0.8981312,1207224,US,Ambiguous,B777 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Cruise,,,,,
1108,0,0.6554935,1207260,US,Aircraft,B767 Undifferentiated or Other Model,First Officer,,,,Climb,,,,,
1109,0,0.7793663,1207267,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Initial Climb, Takeoff / Launch,,,,
1110,1,0.7536085,1208016,GA,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Final Approach,,,,,
1111,1,0.8886455,1208196,CA,Ambiguous,B737-700,Captain, Pilot Not Flying,,,Climb,,,,,
1112,1,0.8893044,1208657,NM,Procedure,B737-800,Captain, Pilot Not Flying,,,Cruise,,,,,
1113,0,0.46366048,1208890,US,Human Factors,B737-800,First Officer, Pilot Flying,,,Cruise,,,,,
1114,2,0.8935262,1208954,Unidentified,Incorrect / Not Installed / Unavailable Part,B777 Undifferentiated or Other Model,Flight Attendant (On Duty),,,,Cruise,,,,,
1115,3,0.8788882,1209768,NV,Aircraft,B737-300,Captain,,,,Landing,,,,,
1116,1,0.48702067,1210220,TN,Ambiguous,B737-700,First Officer, Pilot Flying,,,Climb,,,,,
1117,1,0.574644,1210474,PA,Procedure,B737-700,Captain, Pilot Not Flying,,,Takeoff / Launch,,,,,
1118,0,0.881529,1210503,MN,Procedure,B737-700,Dispatcher,,,,Cruise,,,,,
1119,1,0.8856575,1210626,NY,Human Factors,B737-800,Captain, Pilot Not Flying,,,Final Approach,,,,,
1120,2,0.93093914,1210666,US,Aircraft,B737-700,Flight Attendant (On Duty),,,,Cruise, Parked, Takeoff / Launch,,,
1121,1,0.8393324,1210787,TX,Human Factors,B757 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
1122,0,0.5465125,1211085,PR,Aircraft,B737 Next Generation Undifferentiated,Captain,,,,Landing,,,,,
1123,1,0.9157121,1211415,TX,Human Factors,B737-800,Captain, Pilot Not Flying,,,Final Approach,,,,,
1124,2,0.8677107,1211833,AZ,Human Factors,B737-800,Captain, Pilot Not Flying,,,Climb,,,,,
1125,2,0.47007868,1212535,FO,Aircraft,B757-200,Captain,,,,Climb,,,,,
1126,1,0.90358806,1212835,US,Ambiguous,B737-800,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
1127,1,0.914526,1212836,FO,Human Factors,B767-300 and 300 ER,Pilot Flying, First Officer,,,Final Approach,,,,,
1128,0,0.68615675,1213018,FO,Human Factors,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
1129,0,0.91330636,1213925,US,Human Factors,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
1130,0,0.6521697,1214383,US,Ambiguous,B737-400,Captain, Pilot Not Flying,,,Parked, Takeoff / Launch,,,,
1131,1,0.92293704,1214452,US,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
1132,1,0.73522234,1214894,FO,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Final Approach,,,,,
1133,1,0.87287027,1215683,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Flying, Captain,,,Final Approach,,,,,
1134,0,0.53799427,1215688,FO,Aircraft,B767 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
1135,1,0.85910356,1215978,CA,Human Factors,B737-700,First Officer,,,,Cruise,,,,,
1136,3,0.4364833,1216005,FL,Ambiguous,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Cruise,,,,,
1137,1,0.49377367,1216199,CA,Procedure,B737-800,Captain, Pilot Not Flying,,,Landing, Final Approach,,,,
1138,0,0.8613329,1216554,US,Human Factors,B737-300,Pilot Flying, First Officer,,,Takeoff / Launch,,,,,
1139,0,0.87650734,1216571,CO,Weather,B737-800,Captain,,,,Takeoff / Launch,,,,,
1140,0,0.5526474,1216732,US,Aircraft,B757-200,Captain,,,,Climb,,,,,
1141,0,0.8965797,1216904,US,Aircraft,B757-200,Captain, Pilot Flying,,,Climb,,,,,
1142,1,0.8507076,1217223,CA,Procedure,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
1143,1,0.90437233,1217741,FO,Human Factors,B777 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
1144,0,0.917289,1218167,US,Aircraft,B737-800,Pilot Not Flying, Captain,,,Climb,,,,,
1145,0,0.74495673,1218200,US,Aircraft,B737-700,Pilot Flying, Captain,,,Climb,,,,,
1146,1,0.889965,1218316,IL,Ambiguous,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Climb,,,,,
1147,1,0.5853037,1218497,NM,Human Factors,B737 Undifferentiated or Other Model,Passenger,,,,Cruise,,,,,
1148,1,0.8522264,1219051,FO,Ambiguous,B767 Undifferentiated or Other Model,Captain, Pilot Flying,,,Final Approach,,,,,
1149,0,0.5147245,1219070,Unidentified,Aircraft,B757 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
1150,0,0.887369,1219374,TX,Human Factors,B737 Undifferentiated or Other Model,Pilot Not Flying, First Officer,,,Climb,,,,,
1151,1,0.8800237,1221077,NJ,Weather,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
1152,0,0.9160455,1221275,UT,Procedure,B757 Undifferentiated or Other Model,Departure,,,,Climb, Initial Climb,,,,
1153,1,0.9129794,1221399,US,Aircraft,B737-300,Pilot Not Flying, First Officer,,,Takeoff / Launch,,,,,
1154,0,0.72020614,1221878,US,Aircraft,B737 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Climb,,,,,
1155,0,0.5830712,1222117,MD,Ambiguous,B737-800,First Officer,,,,Landing,,,,,
1156,0,0.86146003,1222129,CA,Human Factors,B737-700,Captain,,,,Climb,,,,,
1157,2,0.6285556,1222393,US,Unidentified,B737-700,First Officer,,,,Takeoff / Launch, Taxi,,,,
1158,0,0.9120928,1223113,GA,Procedure,B717 (Formerly MD-95),First Officer,,,,Takeoff / Launch,,,,,
1159,0,0.8504381,1223213,CA,Procedure,B737 Undifferentiated or Other Model,Captain,,,,Climb,,,,,
1160,0,0.57355,1223751,US,Human Factors,B777 Undifferentiated or Other Model,Flight Attendant In Charge,,,,Cruise,,,,,
1161,1,0.8787009,1223789,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Initial Climb, Initial Approach,,,,
1162,0,0.8495245,1224463,US,Aircraft,B767-300 and 300 ER,First Officer, Pilot Not Flying,,,Cruise, Climb,,,,
1163,1,0.3946709,1224941,US,Procedure,B737-800,First Officer, Pilot Flying,,,Takeoff / Launch, Initial Climb,,,,
1164,0,0.7701634,1225041,US,Aircraft,B737-800,Captain, Pilot Not Flying,,,Landing,,,,,
1165,3,0.7037631,1225125,US,Aircraft,B737 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Cruise,,,,,
1166,1,0.7119018,1225259,US,Aircraft,B737-700,First Officer, Pilot Flying,,,Climb,,,,,
1167,0,0.9035905,1226010,US,Aircraft,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Takeoff / Launch,,,,,
1168,2,0.7628435,1226020,FO,Human Factors,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Cruise,,,,,
1169,0,0.63729453,1226347,FO,Ambiguous,B777-200,Captain, Pilot Not Flying,,,Cruise,,,,,
1170,1,0.84006745,1226656,US,Ambiguous,B777 Undifferentiated or Other Model,Pilot Not Flying, Captain,,,Climb,,,,,
1171,0,0.52351046,1226705,FO,Ambiguous,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
1172,1,0.6199304,1227015,NC,Aircraft,B767 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Initial Climb,,,,,
1173,2,0.53002775,1227272,US,Aircraft,B737-800,Pilot Not Flying,,,,Climb,,,,,
1174,1,0.89050764,1227667,NJ,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Not Flying,,,Takeoff / Launch,,,,,
1175,1,0.88170016,1227807,US,Weather,B737 Undifferentiated or Other Model,Captain, Pilot Flying,,,Landing,,,,,
1176,1,0.6315471,1227862,US,Aircraft,B767-300 and 300 ER,Pilot Flying, First Officer,,,Landing, Taxi,,,,
1177,1,0.8315775,1227863,VI,Aircraft,B757-200,Pilot Not Flying, Captain,,,Takeoff / Launch,,,,,
1178,1,0.90991384,1228094,NY,Procedure,B737 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Final Approach, Descent,,,,
1179,1,0.79391074,1229057,CA,Human Factors,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Final Approach,,,,,
1180,0,0.89399356,1229164,FO,ATC Equipment / Nav Facility / Buildings,B777 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
1181,1,0.77652067,1229368,IL,Aircraft,B757 Undifferentiated or Other Model,First Officer, Pilot Flying,,,Takeoff / Launch,,,,,
1182,0,0.8828901,1230086,FO,Company Policy,B737 Undifferentiated or Other Model,Captain, Pilot Not Flying,,,Cruise,,,,,
